recording_id,status,snr_db,quality_tier,hqi
547405,accepted,33.34,B,0.6694753893913582
546911,accepted,15.04,B,0.6701639081166307
546910,accepted,29.45,B,0.6692525831482689
546828,accepted,15.6,B,0.658217226389686
546497,accepted,20.78,B,0.6911666217116887
546489,accepted,24.78,B,0.6891419624936613
546196,accepted,32.53,B,0.6904519685102787
546193,accepted,27.55,B,0.7468673060456252
546192,accepted,22.95,B,0.7468673060456252
546190,accepted,25.7,B,0.7468673060456252
545849,accepted,24.2,B,0.4368973192728854
545641,accepted,30.61,B,0.6673324956718663
545640,accepted,34.73,B,0.6673324956718663
545639,accepted,24.37,B,0.6673324956718663
545636,accepted,25.64,B,0.6673324956718663
545635,accepted,29.84,B,0.6673324956718663
545634,accepted,29.84,B,0.6673324956718663
545633,accepted,38.65,B,0.6679757558573005
545629,accepted,32.43,B,0.668446496369193
543791,rejected_snr,-1.5,B,0.321115338489886
543790,rejected_snr,-1.23,B,0.321115338489886
543788,rejected_snr,0.59,B,0.321115338489886
542689,accepted,28.45,B,0.8321652093109614
542181,accepted,16.25,B,0.7052234734605021
541981,rejected_snr,14.66,B,0.4693158813606163
541864,rejected_snr,-4.4,B,0.5064323737833427
541515,accepted,39.25,B,0.7312312347511167
541200,accepted,65.52,B,0.8342539720747005
541197,accepted,40.1,B,0.83174600622974
541151,rejected_snr,9.2,B,0.7202839711210504
539944,accepted,34.01,B,0.7814925318064867
539943,accepted,23.21,B,0.7814925318064867
539189,accepted,36.24,B,0.6875751783097719
538273,rejected_snr,14.65,B,0.4023361880687869
538268,accepted,23.7,B,0.4023361880687869
538264,accepted,32.16,B,0.4023361880687869
537226,rejected_snr,4.62,B,0.093073004101192
537116,accepted,15.93,B,0.6995867402787037
536627,accepted,43.94,B,0.7071773254325918
536585,accepted,29.32,B,0.7010732235955325
536563,accepted,38.33,B,0.7695023991159228
536516,accepted,22.65,B,0.7311685233186714
536057,rejected_snr,13.6,B,0.6819732727049562
535799,rejected_snr,6.14,B,0.4993817545041142
535797,rejected_snr,7.1,B,0.4993817545041142
535795,rejected_snr,11.09,B,0.4993817545041142
535791,rejected_snr,4.8,B,0.4993817545041142
534807,accepted,20.77,B,0.6867700387861043
534414,accepted,20.77,B,0.6745883970344382
534290,accepted,35.42,B,0.5895892958369685
534011,accepted,42.51,B,0.5406665920443425
533704,rejected_snr,12.01,B,0.7316144093639284
533323,accepted,21.2,B,0.7541675580798656
533211,accepted,26.51,B,0.6992873033526437
533210,accepted,16.23,B,0.6992873033526437
533198,rejected_snr,11.28,B,0.6992873033526437
532227,accepted,17.69,B,0.3304403437782952
532226,accepted,20.5,B,0.3304403437782952
528606,rejected_snr,13.04,B,0.7194203550742007
515983,accepted,23.43,B,0.8557675478066606
513001,accepted,43.45,B,0.79585957736647
510999,accepted,27.88,B,0.8562547415374424
503961,accepted,49.31,B,0.4681844781559772
502428,accepted,39.92,B,0.7377422604502895
502427,accepted,53.88,B,0.7377422604502895
502366,accepted,29.99,B,0.7146497304595191
502365,accepted,38.11,B,0.7146497304595191
485742,accepted,39.01,B,0.8908139533853698
485738,accepted,22.46,B,0.8908139533853698
485736,accepted,34.46,B,0.8772181142684502
483555,download_failed,,B,0.5432373408278779
483259,rejected_snr,1.66,B,0.0863514983210708
480825,accepted,26.11,B,0.1942289543413709
479032,accepted,45.17,B,0.5526639360378225
479018,accepted,35.66,B,0.5484835850733715
478081,accepted,16.1,B,0.1260593638396414
477469,accepted,16.56,B,0.4672994710636423
476979,rejected_snr,13.33,B,0.2888806577541767
475815,accepted,,B,0.329178566694665
475445,rejected_snr,8.42,B,0.9215943192428891
475245,rejected_snr,14.93,B,0.1257394253303044
474496,rejected_snr,7.29,B,0.5170107984431929
473984,accepted,,B,0.6186056611409588
473880,accepted,,B,0.6583993938391773
473289,accepted,,B,0.4444347937380817
471870,accepted,,B,0.7464450270120646
471629,accepted,21.13,B,0.897787979617906
470428,accepted,53.97,B,0.7636489822567548
469834,accepted,32.61,B,0.548204986263394
469806,accepted,33.48,B,0.7518127789890299
467904,accepted,46.31,B,0.7960071466621379
467785,accepted,20.45,B,0.8223562803495054
467229,accepted,33.2,B,0.4977107946476772
467206,accepted,29.91,B,0.6106459684856133
466855,accepted,45.74,B,0.6811036805048077
466625,accepted,29.98,B,0.6201699707503352
466623,accepted,18.29,B,0.6201699707503352
465902,accepted,71.99,B,0.4831240594244128
465830,accepted,20.06,B,0.469796734017307
465712,rejected_snr,-10.88,B,0.7144134742609625
463980,accepted,54.51,B,0.596165838687815
463872,rejected_snr,-17.89,B,0.285649620517355
463637,accepted,18.97,B,0.6024995093468566
463492,rejected_snr,12.52,B,0.5032239650957143
462710,accepted,22.85,B,0.6458179448596718
461991,accepted,29.88,B,0.3175624071710184
461959,rejected_snr,0.47,B,0.5492368882999181
446343,accepted,21.54,B,0.911338976950274
440205,accepted,20.32,B,0.371246284471407
439558,accepted,41.39,B,0.8018689715353008
438741,accepted,24.87,B,0.8757535951093113
438244,accepted,23.89,B,0.4259006296052592
437710,accepted,25.68,B,0.9292894011999032
437554,accepted,20.62,B,0.9059002772920938
436371,accepted,28.92,B,0.4853026525338119
436194,accepted,39.74,B,0.5239430557263496
436190,rejected_snr,13.16,B,0.4700747382709224
422223,accepted,24.73,B,0.587808973614532
420347,accepted,18.06,B,0.7472238198847131
420334,rejected_snr,9.34,B,0.9022272671661388
417973,accepted,26.61,B,0.911338976950274
417968,accepted,51.3,B,0.911338976950274
417965,accepted,22.11,B,0.911338976950274
417946,accepted,35.55,B,0.9113077446430364
417076,accepted,26.33,B,0.7234638469970278
416752,accepted,31.78,B,0.8137530565211214
416516,rejected_snr,14.7,B,0.5989556766525735
414915,accepted,62.6,B,0.7239815534731094
411680,rejected_snr,4.2,B,0.7387739416072282
411476,accepted,20.38,B,0.6513930937926359
410884,rejected_snr,-16.22,B,0.6192955850790516
410561,accepted,20.31,B,0.8901335964559275
409779,accepted,33.23,B,0.8340116102265608
409758,accepted,56.4,B,0.7099910817575622
408226,accepted,24.68,B,0.2659557777378894
408216,accepted,49.31,B,0.5092616841777382
408050,rejected_snr,1.82,B,0.2848019305059169
407137,accepted,31.52,B,0.6712745213296343
406731,accepted,37.29,B,0.6720891218097272
406508,accepted,36.39,B,0.4853026525338119
406495,accepted,23.16,B,0.4838293447302941
405784,accepted,33.05,B,0.5275479465668296
405778,rejected_snr,-1.25,B,0.2667625437415195
405777,rejected_snr,0.8,B,0.2667625437415195
405466,accepted,39.02,B,0.7514004769728355
404448,accepted,40.41,B,0.7186991261821309
403532,accepted,23.82,B,0.8280436766661451
400994,accepted,20.35,B,0.91413423191207
393917,rejected_snr,3.31,B,0.9404648717090042
389149,accepted,31.59,B,0.7249977384953432
387516,accepted,24.22,B,0.9148811331383518
386240,accepted,27.47,B,0.8454649195197775
385917,accepted,20.33,B,0.918054722783068
385885,accepted,30.9,B,1.0
384973,accepted,27.21,B,0.6728299177316456
384221,accepted,25.54,B,0.7525508101063415
383778,accepted,27.81,B,0.6698039349215532
383509,accepted,28.33,B,0.8517968985723804
380263,accepted,29.62,B,0.8690359749694618
377217,accepted,24.39,B,0.5671134068357453
374934,accepted,20.65,B,0.8438652914967579
374857,accepted,22.72,B,0.8438652914967579
374155,accepted,33.08,B,0.6762131328099228
374055,accepted,35.1,B,0.7680781379220342
373837,accepted,19.36,B,0.7367088917647665
373836,accepted,15.94,B,0.7367088917647665
373628,rejected_snr,13.81,B,0.8319953674453225
373150,accepted,33.06,B,0.8329845486816473
373145,accepted,17.67,B,0.5879905911542287
371421,accepted,36.96,B,0.4096660485808413
370844,accepted,42.32,B,0.7274132721272721
369775,accepted,42.52,B,0.1767651598467032
368058,rejected_snr,13.89,B,0.9103465296620172
367608,accepted,22.07,B,0.6504179979711296
367168,accepted,18.18,B,0.9141384598150488
366243,accepted,18.3,B,0.2907553983713915
364611,accepted,78.58,B,0.6279280159473651
363877,accepted,45.48,B,0.7622453862419543
363741,accepted,30.88,B,0.8189703578626608
363630,rejected_snr,10.83,B,0.6817599313028768
363337,accepted,26.23,B,0.5581524212555633
362817,accepted,29.93,B,0.759521274298744
362621,rejected_snr,7.3,B,0.8361879760832297
362593,accepted,20.53,B,0.6728695425258019
362003,accepted,32.9,B,0.6023587260863296
361569,accepted,17.33,B,0.7352625481190518
361175,rejected_snr,13.38,B,0.7702756296729243
361173,accepted,60.27,B,0.7702756296729243
361151,accepted,60.02,B,0.7702756296729243
360687,accepted,63.96,B,0.7007445758920631
360454,accepted,17.69,B,0.5455051384226273
359031,accepted,32.03,B,0.6466297527030325
359030,accepted,48.11,B,0.6466297527030325
358728,rejected_snr,11.31,B,0.4571411225253458
358601,accepted,29.41,B,0.7199906041718593
358251,accepted,56.87,B,0.434846812887379
358210,accepted,20.99,B,0.7677022328627506
358016,accepted,30.28,B,0.5363989954151154
357852,rejected_snr,13.38,B,0.7679463599910871
357333,accepted,27.8,B,0.7169689609273504
351442,accepted,46.45,B,0.4467653053844058
351440,accepted,50.01,B,0.4467653053844058
337766,accepted,49.5,B,0.6626322257189414
337762,accepted,30.32,B,0.6626322257189414
337758,accepted,70.68,B,0.6626322257189414
337757,accepted,60.46,B,0.6626322257189414
337756,accepted,60.91,B,0.6626322257189414
337755,accepted,75.01,B,0.6626322257189414
337753,accepted,21.94,B,0.6626322257189414
337751,accepted,46.75,B,0.6626322257189414
334302,accepted,27.77,B,0.7463006291415909
330964,accepted,50.58,B,0.8789592326242761
330466,accepted,17.34,B,0.6626322257189414
330464,rejected_snr,12.67,B,0.6626322257189414
330462,rejected_snr,13.4,B,0.6626322257189414
330460,rejected_snr,3.6,B,0.6626322257189414
330457,accepted,15.24,B,0.6626322257189414
330389,accepted,16.82,B,0.6508737150989353
330384,accepted,23.65,B,0.6508737150989353
330382,rejected_snr,3.4,B,0.6508737150989353
330380,rejected_snr,14.49,B,0.6508737150989353
330378,accepted,20.17,B,0.6508737150989353
327773,accepted,18.83,B,0.890598234893613
327767,accepted,19.27,B,0.938141632087661
326334,accepted,73.95,B,0.6508737150989353
326332,accepted,39.76,B,0.6508737150989353
326316,accepted,22.79,B,0.6508737150989353
324027,rejected_snr,3.09,B,0.8294112907156851
321448,rejected_snr,8.8,B,0.6508737150989353
321447,accepted,25.17,B,0.6508737150989353
321445,accepted,18.77,B,0.6508737150989353
321444,accepted,18.5,B,0.6508737150989353
321442,accepted,50.97,B,0.6508737150989353
321441,accepted,29.76,B,0.6508737150989353
321440,accepted,39.61,B,0.6508737150989353
319073,rejected_snr,12.7,B,0.8879488209984557
318127,accepted,49.6,B,0.6508737150989353
318115,accepted,32.05,B,0.6508737150989353
318113,accepted,37.48,B,0.6508737150989353
316656,rejected_snr,14.27,B,0.9395117956054414
316655,rejected_snr,13.51,B,0.9395117956054414
316559,accepted,24.09,B,0.6844725100876591
315874,accepted,24.52,B,0.7680207884253192
315872,accepted,29.31,B,0.7680207884253192
315854,accepted,28.48,B,0.7599556604976598
315853,accepted,37.9,B,0.7599556604976598
315852,accepted,36.07,B,0.7599556604976598
313114,accepted,18.98,B,0.7222380013254283
312699,accepted,25.95,B,0.5451112704223189
312698,accepted,26.26,B,0.5451112704223189
312660,rejected_snr,14.63,B,0.8091000814307903
312628,accepted,41.24,B,0.7822494603024329
310655,accepted,26.58,B,0.8883820544620843
310654,accepted,20.56,B,0.8883820544620843
310649,accepted,18.9,B,0.9066738769204006
309124,accepted,40.61,B,0.6473788941588021
308554,accepted,20.76,B,0.5189198426141755
307908,accepted,16.55,B,0.4293531852043331
284519,accepted,33.36,B,0.6486499498227448
281649,accepted,58.38,B,0.7090247009418374
281648,accepted,53.11,B,0.5105323579731661
281647,accepted,28.3,B,0.6066452612431263
281646,accepted,45.17,B,0.6792966767443502
281643,accepted,50.57,B,0.7692259089013281
281642,accepted,50.48,B,0.6758600264066694
281641,accepted,41.42,B,0.7246819484021578
253618,rejected_snr,14.33,B,0.9123487276579408
253287,rejected_snr,14.29,B,0.7275536177922055
247555,accepted,74.2,B,0.5373779659973331
247553,accepted,32.16,B,0.5373779659973331
246759,accepted,29.33,B,0.6643473374762181
246316,accepted,22.4,B,0.912277888860944
245752,accepted,20.35,B,0.6144899915559422
243871,accepted,26.27,B,0.7048730795144669
243627,rejected_snr,6.99,B,0.7474850376883171
240121,accepted,75.66,B,0.4566899851377602
239720,accepted,21.65,B,0.6321077711127998
236968,accepted,16.05,B,0.6824706035831508
236602,accepted,31.36,B,0.0883568961492238
236601,accepted,25.84,B,0.0883568961492238
235214,accepted,23.36,B,0.9012871924827862
235172,accepted,23.87,B,0.5315952865920431
234555,rejected_snr,13.41,B,0.2777279259966287
233509,accepted,24.51,B,0.1116985627677111
225389,accepted,24.68,B,0.8261439772074215
217588,accepted,24.27,B,0.5879227310009313
217579,accepted,73.65,B,0.5879227310009313
217472,accepted,32.26,B,0.8192703876196697
217471,accepted,34.73,B,0.817627813897839
217469,accepted,32.62,B,0.8025016246696839
217468,accepted,31.82,B,0.8061582421251977
217418,accepted,54.23,B,0.7261954066268991
216369,accepted,28.97,B,0.7843350907771189
216367,accepted,31.28,B,0.7831946823841357
216203,accepted,31.22,B,0.6980499334782163
198422,rejected_snr,14.39,B,0.8207200122423456
195196,accepted,65.59,B,0.623093758493633
193403,accepted,21.43,B,0.6504207422148273
181235,accepted,16.76,B,0.8319861124378077
180025,accepted,26.01,B,0.8960861419300309
178353,rejected_snr,13.41,B,0.8557386298279213
177867,rejected_snr,12.83,B,0.8130682177282035
176124,accepted,67.78,B,0.7916422045386458
174500,accepted,33.32,B,0.8645049459323417
172565,accepted,48.33,B,0.5257085190655458
172170,accepted,62.53,B,0.7666637585997719
171608,accepted,32.02,B,0.8497155645275299
171463,accepted,25.59,B,0.6322068880157506
171462,accepted,19.6,B,0.6322068880157506
170654,accepted,32.09,B,0.7089928562558803
170425,accepted,20.12,B,0.7329519312982495
170174,accepted,57.43,B,0.6329553364907579
169962,download_failed,,B,0.7825401543096225
169599,rejected_snr,14.98,B,0.828274491277496
169309,accepted,97.32,B,0.6329553364907579
169306,accepted,31.65,B,0.763250629286564
156084,accepted,20.13,B,0.8880823586953235
149174,rejected_snr,11.65,B,0.7279968723953952
142808,accepted,64.91,B,0.6456403862829505
142426,accepted,49.96,B,0.5732867907055726
142080,accepted,82.32,B,0.531203761291669
139788,rejected_snr,10.83,B,0.9092827530696076
139542,accepted,63.22,B,0.1800885029203276
139354,accepted,53.88,B,0.1800885029203276
138200,accepted,54.61,B,0.8638458709046117
138198,accepted,90.12,B,0.6297174506736269
138180,accepted,26.53,B,0.8241719616031613
138015,accepted,66.45,B,0.715641355274845
135179,accepted,18.93,B,0.7214031498550401
134883,accepted,95.12,B,0.6921619888361845
134344,accepted,21.39,B,0.8725834085755145
134309,accepted,37.12,B,0.8281008369123812
134210,accepted,21.87,B,0.5986432478480537
133965,accepted,40.85,B,0.923443964392206
132578,accepted,32.12,B,0.6303733924797725
132426,accepted,24.9,B,0.721378614498262
131731,accepted,106.02,B,0.666194234771257
131706,accepted,57.47,B,0.925211833595112
131591,accepted,98.7,B,0.666194234771257
131590,accepted,88.8,B,0.666194234771257
131260,accepted,33.1,B,0.8222331796909588
131258,accepted,20.29,B,0.8222331796909588
131217,accepted,33.01,B,0.4484539256679527
131114,accepted,32.21,B,0.4484539256679527
130957,accepted,88.28,B,0.7120288916957059
130269,accepted,94.42,B,0.3964585165050418
129371,accepted,94.73,B,0.7151460400142474
129350,accepted,17.77,B,0.4484539256679527
129332,accepted,23.23,B,0.7033804915190129
129331,accepted,16.1,B,0.7033804915190129
129330,accepted,15.68,B,0.7033804915190129
129184,accepted,93.25,B,0.7968634303573818
129183,accepted,91.6,B,0.7968634303573818
129182,accepted,88.77,B,0.7151460400142474
129137,accepted,37.61,B,0.6397353592245262
128702,accepted,39.11,B,0.4924414107859404
128699,accepted,24.44,B,0.7181409724578496
127755,accepted,24.11,B,0.7156975465785601
127074,accepted,92.2,B,0.7553919637496653
127070,accepted,53.56,B,0.7131733713894565
124161,accepted,91.08,B,0.6588111058985945
123626,accepted,41.48,B,0.1225163963817114
123584,accepted,49.83,B,0.1225163963817114
123513,accepted,93.71,B,0.6832508112147806
123503,accepted,29.52,B,0.6288175060919239
123172,accepted,33.54,B,0.1225163963817114
117164,accepted,53.63,B,0.7162444395710759
101540,accepted,34.16,B,0.8442664000816009
101347,accepted,17.64,B,0.8365946023307882
101022,accepted,26.66,B,0.8476483312695523
99986,rejected_snr,13.67,B,0.8055250332513314
99984,accepted,28.19,B,0.8055250332513314
98686,accepted,46.43,B,0.7789873333124937
98655,accepted,39.54,B,0.6902864139063603
98638,accepted,24.54,B,0.5757294840792336
98296,accepted,39.44,B,0.6724435395964383
98273,accepted,29.18,B,0.1343910458615882
98272,accepted,29.31,B,0.1343910458615882
97298,rejected_snr,11.36,B,0.6785887446165997
97297,rejected_snr,14.59,B,0.6784776202630556
96981,rejected_snr,13.69,B,0.8017174525837631
96980,accepted,22.31,B,0.8018536634542331
96822,accepted,92.98,B,0.6717553483036754
96699,accepted,83.13,B,0.7296775474769136
90568,rejected_snr,11.76,B,0.8303060877849529
89780,accepted,22.91,B,0.3782586641568461
80642,accepted,15.05,B,0.1607255084152275
78967,accepted,28.8,B,0.9286383192698734
78966,accepted,28.13,B,0.819674052250034
78964,accepted,32.53,B,0.6430529535596
78963,accepted,35.18,B,0.6563771592079056
78163,accepted,24.59,B,0.8305780692106086
78162,accepted,25.59,B,0.8448043520650557
78161,rejected_snr,14.62,B,0.8448043520650557
76556,rejected_snr,14.58,B,0.6108907608149238
74816,accepted,78.27,B,0.7287719280389883
74084,accepted,90.48,B,0.7645314436381706
73012,accepted,75.53,B,0.7615807392316557
72854,accepted,88.41,B,0.7538591687456905
72795,accepted,64.45,B,0.7324620873765434
72579,accepted,69.48,B,0.5087779946685783
56233,accepted,35.54,B,0.952803225392824
55007,accepted,29.33,B,0.8549080548544405
55006,accepted,21.07,B,0.8549080548544405
55005,accepted,29.86,B,0.8549080548544405
55004,accepted,27.75,B,0.8549080548544405
48258,accepted,22.41,B,0.6397312714769834
48103,rejected_snr,5.58,B,0.5036807085185588
47356,accepted,26.6,B,0.6243934100528344
46532,rejected_snr,2.12,B,0.6282256557054691
45809,accepted,16.38,B,0.7413419290184863
44963,accepted,29.45,B,0.8099867810836886
44962,rejected_snr,10.64,B,0.7883213118666635
44961,accepted,22.6,B,0.7883213118666635
44960,accepted,27.45,B,0.7883213118666635
35584,rejected_snr,8.29,B,0.6829217385425689
35054,accepted,22.31,B,0.8171329708659995
33361,accepted,28.04,B,0.7212404541270052
31643,accepted,30.5,B,0.7883213118666635
31634,accepted,29.53,B,0.7901219242134836
25593,rejected_snr,9.76,B,0.6740100667685698
1106773,accepted,15.82,C,0.8473885987515233
1106772,rejected_snr,14.67,C,0.8473885987515233
1105813,accepted,31.06,C,0.6437608837646643
1105246,accepted,25.74,C,0.3150028377151089
1104964,accepted,34.09,C,0.6437608837646643
1104449,accepted,28.58,C,0.64156554802184
1104447,accepted,32.4,C,0.64156554802184
1103270,accepted,23.2,C,0.2311734922041684
1103104,accepted,23.79,C,0.2594522923558708
1102373,rejected_snr,-9.96,C,0.0135588067020596
1101544,rejected_snr,13.9,C,0.7921329813913698
1101324,rejected_snr,9.68,C,0.8386247369358961
1101316,rejected_snr,9.86,C,0.8386247369358961
1100416,accepted,35.24,C,0.9292731812529824
1095920,accepted,26.29,C,0.9324183970216228
1095915,accepted,21.3,C,0.9324183970216228
1090418,accepted,35.49,C,0.6153203536355929
1090220,accepted,27.72,C,0.6885380837972562
1088920,accepted,23.77,C,0.7629735524715686
1088841,accepted,29.62,C,0.6850438184745363
1088516,rejected_snr,13.09,C,0.7088667954041034
1085774,accepted,27.47,C,0.610473459278625
1085772,accepted,30.83,C,0.610473459278625
1076075,accepted,47.36,C,0.7203021058113751
1024960,accepted,24.51,C,0.7914545089737471
1018156,accepted,16.64,C,0.55667153389705
1006438,rejected_snr,-1.19,C,0.2514218246579004
998504,rejected_snr,13.85,C,0.2835327322559734
995732,accepted,31.09,C,0.9450511375255458
991986,accepted,35.82,C,0.6206069065037164
990738,accepted,15.76,C,0.6023862615541441
989960,accepted,59.06,C,0.5504297383586993
987916,accepted,36.86,C,0.5932930307082833
987541,accepted,18.02,C,0.7148895118407906
987529,rejected_snr,-15.55,C,0.4886181980783743
984065,rejected_snr,13.7,C,0.5521700882993258
984063,accepted,17.42,C,0.5490159137013069
983083,accepted,44.28,C,0.7660938516589134
982091,accepted,18.48,C,0.422159208638599
975340,rejected_snr,12.33,C,0.6103869289018233
964861,accepted,18.44,C,0.9199470945326496
962548,rejected_snr,5.86,C,0.5756579029587316
957552,rejected_snr,8.54,C,0.5514955479587613
924651,accepted,17.35,C,0.4736435742930658
922189,accepted,31.57,C,0.4945049113262972
916228,accepted,28.8,C,0.2677915322962209
911756,accepted,39.78,C,0.7052535287358831
911275,accepted,25.61,C,0.7870594818173594
905246,accepted,20.05,C,0.8262897290001031
899903,accepted,29.41,C,0.724550211319209
895692,accepted,39.98,C,0.7938835934976709
880664,accepted,22.69,C,0.7710727707655132
880587,rejected_snr,4.63,C,0.6552033091391781
877604,accepted,27.88,C,0.6751012970960628
861128,rejected_snr,14.62,C,0.8093876366134786
846066,accepted,23.82,C,0.2681778462855277
845150,rejected_snr,9.1,C,0.5601835131443534
826350,rejected_snr,11.99,C,0.7035344642596274
805377,accepted,40.81,C,0.7509265951018885
799881,accepted,17.89,C,0.4996352176113688
799872,accepted,17.24,C,0.4996352176113688
795836,rejected_snr,6.75,C,0.3853840086658572
793798,rejected_snr,-1.72,C,0.4874889675258163
793791,rejected_snr,-11.74,C,0.4874889675258163
793625,accepted,29.76,C,0.9433245223337794
793621,accepted,20.91,C,0.9457619381877804
793160,rejected_snr,11.31,C,0.4758901204881509
790608,rejected_snr,9.82,C,0.6460968714876761
790331,accepted,19.54,C,0.7596801870409371
790281,accepted,25.83,C,0.7970186445821756
788240,accepted,37.5,C,0.6854046893044342
788098,rejected_snr,4.25,C,0.7862336448350703
787369,accepted,18.43,C,0.8793670539017544
787342,accepted,22.65,C,0.8793670539017544
787221,accepted,20.66,C,0.6854046893044342
786485,rejected_snr,2.78,C,0.4594325603231057
785385,accepted,24.53,C,0.452661454211388
785341,accepted,38.26,C,0.7362853269796443
785151,rejected_snr,10.03,C,0.7295179484069525
784983,accepted,21.19,C,0.6726788703876125
784468,rejected_snr,14.2,C,0.6716596895229853
784077,accepted,29.71,C,0.8491835452816896
784075,accepted,29.03,C,0.8579996961735471
784066,accepted,34.66,C,0.8579996961735471
784064,accepted,31.12,C,0.8579996961735471
770766,accepted,20.99,C,0.4716097256064302
769719,accepted,30.81,C,0.5242205330824257
758401,accepted,34.14,C,0.676595083699027
747136,accepted,15.42,C,0.5162386544548012
738297,accepted,16.77,C,0.7417328287845003
735437,accepted,48.24,C,0.8337961930306407
733917,rejected_snr,6.24,C,0.6147195641062255
729679,accepted,18.35,C,0.9700067598877876
726960,accepted,35.3,C,0.40981236241891
726556,accepted,22.83,C,0.4955539140817012
722770,accepted,22.3,C,0.6972784854791445
722044,accepted,28.74,C,0.6949963588181698
720193,accepted,34.21,C,0.7048639286814641
714840,rejected_snr,14.94,C,0.2626218774396395
714230,rejected_snr,3.6,C,0.7567721507195628
714095,accepted,28.37,C,0.6771867104493566
712274,accepted,15.78,C,0.5169014260547259
710090,rejected_snr,5.22,C,0.8091116922794208
709549,rejected_snr,13.19,C,0.5871736686329135
709548,accepted,16.33,C,0.5871736686329135
709547,accepted,22.57,C,0.5871736686329135
708700,rejected_snr,14.21,C,0.8009831465523793
700279,accepted,24.16,C,0.7689482930801085
691544,accepted,21.41,C,0.3944893758278857
680213,accepted,18.94,C,0.3212080963125024
680209,accepted,31.77,C,0.3212080963125024
680208,accepted,31.77,C,0.3212080963125024
679588,accepted,31.19,C,0.4833771762559064
668112,rejected_snr,9.66,C,0.4626738999145647
665979,accepted,22.62,C,0.8019978754331485
663278,accepted,20.76,C,0.6899146811468059
659799,accepted,42.32,C,0.8930064328479322
654502,accepted,27.25,C,0.5618595307460955
654134,rejected_snr,13.72,C,0.4610836264937782
653263,accepted,19.17,C,0.7551131251443564
651289,accepted,24.51,C,0.7522626752934785
649781,accepted,17.84,C,0.5995248218212004
649776,rejected_snr,11.55,C,0.5995248218212004
649755,rejected_snr,14.92,C,0.3586760373459132
648302,rejected_snr,3.12,C,0.634907997821955
648273,rejected_snr,6.84,C,0.634862977131485
648243,rejected_snr,-4.88,C,0.634862977131485
647710,rejected_snr,14.7,C,0.6354575157433469
646263,rejected_snr,4.9,C,0.7441766700007518
646232,rejected_snr,4.9,C,0.7441766700007518
646040,rejected_snr,6.38,C,0.7359264799072803
645116,accepted,19.48,C,0.2413074110807233
642975,accepted,17.27,C,0.5663399313432169
642477,accepted,31.37,C,0.2341884566633214
640057,accepted,17.09,C,0.8507825857469309
638083,rejected_snr,4.99,C,0.4072107461433961
635974,rejected_snr,2.1,C,0.2285688379127915
634622,accepted,23.4,C,0.3467953314099116
633879,accepted,92.34,C,0.8736368246244587
631490,rejected_snr,2.7,C,0.4506061173172448
631471,rejected_snr,5.69,C,0.3821407875820981
631174,accepted,57.49,C,0.3356649480388633
630956,accepted,24.76,C,0.5943942162537322
630955,accepted,30.99,C,0.5943942162537322
630910,accepted,34.49,C,0.3356649480388633
630839,accepted,35.93,C,0.3356649480388633
630734,accepted,38.65,C,0.8205516842108976
627809,accepted,21.74,C,0.5245894413775528
626512,accepted,16.5,C,0.4712745457818446
625696,rejected_clipping,,C,0.9440635550321408
579036,accepted,19.16,C,0.913958898224928
574915,accepted,37.63,C,0.71323164791778
571775,rejected_snr,-4.5,C,0.5753981044112101
568272,accepted,27.1,C,0.6229144220920794
562002,rejected_snr,12.36,C,0.5896425901887508
561723,download_failed,,C,0.7931377186802817
560580,rejected_snr,8.8,C,0.3213312666120889
559743,accepted,20.43,C,0.8094890228219347
556934,accepted,25.55,C,0.8055278393100059
556932,download_failed,,C,0.8055278393100059
554244,accepted,23.65,C,0.7522208576704605
552016,rejected_snr,8.17,C,0.5232017086315847
551801,rejected_snr,12.91,C,0.6095907440015392
549661,rejected_snr,-5.92,C,0.1130673138553375
549130,rejected_snr,7.48,C,0.4371693121665486
549123,rejected_snr,5.52,C,0.4371693121665486
549122,rejected_snr,12.62,C,0.4371693121665486
549120,rejected_snr,4.48,C,0.4371693121665486
549119,rejected_snr,12.84,C,0.4371693121665486
548678,accepted,20.18,C,0.8870723466277252
545113,rejected_snr,11.34,C,0.2818979363543259
543199,accepted,16.58,C,0.1299550203296586
539879,rejected_snr,9.47,C,0.436429442644162
539657,accepted,35.85,C,0.6722984906486767
538934,accepted,79.84,C,0.7534138170509649
538267,accepted,32.47,C,0.4023361880687869
538260,accepted,27.01,C,0.4023361880687869
538249,accepted,19.52,C,0.4023361880687869
537466,rejected_snr,-7.22,C,0.385510434149258
537231,rejected_snr,-1.93,C,0.093073004101192
537126,accepted,21.99,C,0.6995867402787037
536590,accepted,21.11,C,0.7010732235955325
536588,accepted,25.07,C,0.7010732235955325
536586,rejected_snr,7.26,C,0.7010732235955325
535794,rejected_snr,13.87,C,0.4993817545041142
534408,accepted,19.92,C,0.2016921877471193
534203,rejected_snr,-9.54,C,0.5526330442984003
533920,rejected_snr,11.37,C,0.5406665920443425
533324,accepted,18.45,C,0.7541675580798656
531168,accepted,31.59,C,0.7166071431029903
527769,accepted,20.41,C,0.7156345041037118
527767,accepted,20.84,C,0.7156345041037118
512870,accepted,19.12,C,0.8430338859119121
506884,accepted,23.46,C,0.6216085350803554
506882,accepted,33.5,C,0.6216085350803554
488872,rejected_snr,0.84,C,0.6231604747980702
